Date,Open,High,Low,Close,Adj Close,Volume
2013-12-18,337.424103,357.272583,317.575623,347.348328,229.452393,726970648
2013-12-19,347.348328,357.272583,337.424103,342.386230,226.174515,204189976
2013-12-20,332.461975,347.348328,332.461975,342.386230,226.174515,55256633
2013-12-23,332.461975,342.386230,332.461975,342.386230,226.174515,85285134
2013-12-24,342.386230,347.348328,332.461975,337.424103,222.896637,71950105
2013-12-27,337.424103,352.310455,337.424103,342.386230,226.174515,100700926
2013-12-30,342.386230,347.348328,342.386230,347.348328,229.452393,81044002
2014-01-02,347.348328,372.158936,342.386230,362.234711,239.286118,133692879
2014-01-03,362.234711,367.196808,352.310455,357.272583,236.008224,88648616
2014-01-06,362.234711,372.158936,357.272583,369.677887,244.202942,132287028
2014-01-07,372.158936,377.121063,367.196808,372.158936,245.841858,132884152
2014-01-08,374.639984,377.121063,369.677887,372.158936,245.841858,126796430
2014-01-09,374.639984,379.602112,369.677887,377.121063,249.119827,127450989
2014-01-10,377.121063,387.045288,377.121063,387.045288,255.675552,77989460
2014-01-13,387.045288,414.336945,387.045288,404.412720,267.148132,175545964
2014-01-15,404.412720,406.893768,389.526367,389.526367,257.314453,63215732
2014-01-16,389.526367,394.488464,387.045288,387.045288,255.675552,42886313
2014-01-17,389.526367,399.450592,382.083191,392.007416,258.953400,74651572
2014-01-20,392.007416,399.450592,392.007416,396.969543,262.231323,70612169
2014-01-21,396.969543,401.931641,394.488464,396.969543,262.231323,70676053
2014-01-22,396.969543,399.450592,392.007416,394.488464,260.592377,38918654
2014-01-23,396.969543,404.412720,396.969543,399.450592,263.870300,104872531
2014-01-24,399.450592,401.931641,394.488464,399.450592,263.870300,39215906
2014-01-27,392.007416,394.488464,382.083191,394.488464,260.592377,59747456
2014-01-28,394.488464,404.412720,394.488464,404.412720,267.148132,70098276
2014-01-29,406.893768,421.780121,404.412720,416.818024,275.342865,74327517
2014-01-30,416.818024,444.109680,411.855896,429.223297,283.537628,93185992
2014-02-03,431.704376,434.185425,426.742249,429.223297,283.537628,33397625
2014-02-04,451.552856,451.552856,416.818024,451.552856,298.288147,130480743
2014-02-05,451.552856,466.439209,446.590729,463.958130,306.482849,153654914
2014-02-06,463.958130,473.882385,461.477081,461.477081,304.843872,79129094
2014-02-07,466.439209,466.439209,451.552856,451.552856,298.288147,48772911
2014-02-10,456.514954,461.477081,451.552856,451.552856,298.288147,63353577
2014-02-11,451.552856,463.958130,451.552856,456.514954,301.566040,78976740
2014-02-12,456.514954,461.477081,451.552856,451.552856,298.288147,34430450
2014-02-13,451.552856,456.514954,444.109680,451.552856,298.288147,61320171
